sample_index,video_frame_index,time_s_from_video_start,time_s_from_trim_start
857,1822,7.007692,3.296154
858,1823,7.011538,3.300000
859,1824,7.015385,3.303846
860,1825,7.019231,3.307692
861,1826,7.023077,3.311538
862,1827,7.026923,3.315385
863,1828,7.030769,3.319231
864,1829,7.034615,3.323077
865,1830,7.038462,3.326923
866,1831,7.042308,3.330769
867,1832,7.046154,3.334615
868,1833,7.050000,3.338462
869,1834,7.053846,3.342308
870,1835,7.057692,3.346154
871,1836,7.061538,3.350000
872,1837,7.065385,3.353846
873,1838,7.069231,3.357692
874,1839,7.073077,3.361538
875,1840,7.076923,3.365385
876,1841,7.080769,3.369231
877,1842,7.084615,3.373077
878,1843,7.088462,3.376923
879,1844,7.092308,3.380769
880,1845,7.096154,3.384615
881,1846,7.100000,3.388462
882,1847,7.103846,3.392308
883,1848,7.107692,3.396154
884,1849,7.111538,3.400000
885,1850,7.115385,3.403846
886,1851,7.119231,3.407692
887,1852,7.123077,3.411538
888,1853,7.126923,3.415385
889,1854,7.130769,3.419231
890,1855,7.134615,3.423077
891,1856,7.138462,3.426923
892,1857,7.142308,3.430769
893,1858,7.146154,3.434615
894,1859,7.150000,3.438462
895,1860,7.153846,3.442308
896,1861,7.157692,3.446154
897,1862,7.161538,3.450000
898,1863,7.165385,3.453846
899,1864,7.169231,3.457692
900,1865,7.173077,3.461538
901,1866,7.176923,3.465385
902,1867,7.180769,3.469231
903,1868,7.184615,3.473077
904,1869,7.188462,3.476923
905,1870,7.192308,3.480769
906,1871,7.196154,3.484615
907,1872,7.200000,3.488462
908,1873,7.203846,3.492308
909,1874,7.207692,3.496154
910,1875,7.211538,3.500000
911,1876,7.215385,3.503846
912,1877,7.219231,3.507692
913,1878,7.223077,3.511538
914,1879,7.226923,3.515385
915,1880,7.230769,3.519231
916,1881,7.234615,3.523077
917,1882,7.238462,3.526923
918,1883,7.242308,3.530769
919,1884,7.246154,3.534615
920,1885,7.250000,3.538462
921,1886,7.253846,3.542308
